material_id,formula,elements,nelements,band_gap_eV,energy_above_hull_eV,formation_energy_per_atom_eV,density,nsites,layered_score,anisotropy_ratio,layer_axis,axis_bonds_a,axis_bonds_b,axis_bonds_c,total_bonds,layered_invalid_reason,is_layered_candidate,weak_axis_fraction,layered_continuous,weak_axis
mp-1227503,Ca(InS2)2,"Ca,In,S",3,0.8012,0.036773008392858,-1.190360938214285,3.790788579579012,14,1.0,0.0,a,0,4,16,64,,True,0.0,1.0,a
mp-505362,Ca(LuS2)2,"Ca,Lu,S",3,1.5804,0.0,-2.40069353529762,5.468823146604424,28,1.0,0.0,b,112,0,0,152,,True,0.0,1.0,b
mp-1227408,Ca(LuTe2)2,"Ca,Lu,Te",3,0.6569,0.007211360714286,-1.6626980000000011,6.345611489666312,7,1.0,0.0,b,24,0,0,36,,True,0.0,1.0,b
mp-17597,Ca(ScS2)2,"Ca,S,Sc",3,1.286299999999998,0.0,-2.252192421964285,2.93863183336667,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b
mp-1194132,Ca(TmS2)2,"Ca,S,Tm",3,1.567899999999999,0.0,-2.409249856607143,5.243245762081028,28,1.0,0.0,b,112,0,0,152,,True,0.0,1.0,b
mp-1227395,Ca(TmTe2)2,"Ca,Te,Tm",3,0.5905,0.010255503571432,-1.705078517142859,6.185079587210517,7,1.0,0.0,b,24,0,0,36,,True,0.0,1.0,b
mp-18642,Ca(YS2)2,"Ca,S,Y",3,1.5361,0.0,-2.407047725892858,3.454275226819853,28,1.0,0.0,b,112,0,0,152,,True,0.0,1.0,b
mp-1227380,Ca(YTe2)2,"Ca,Te,Y",3,0.611499999999999,0.009817509642856,-1.713494200952382,4.9370324523084514,7,1.0,0.0,b,24,0,0,36,,True,0.0,1.0,b
mp-1095180,Ca2CdAs2,"As,Ca,Cd",3,0.8529999999999991,0.0,-0.9200470659999992,4.451118462408131,10,1.0,0.0,c,24,4,0,56,,True,0.0,1.0,c
mp-1191256,Ca2CdAs2,"As,Ca,Cd",3,0.6609,0.021480954999999,-0.8985661109999991,4.558175350837096,25,1.0,0.0,b,100,0,0,164,,True,0.0,1.0,b
mp-1078908,Ca2CdP2,"Ca,Cd,P",3,1.2927,0.0,-0.8925133748571411,3.544535939395362,10,0.8333333333333334,0.1666666666666666,c,24,24,4,56,,True,0.07692307692307693,0.9230769230769231,c
mp-29284,Ca2Sb2S5,"Ca,S,Sb",3,1.6811999999999991,0.0,-1.372295938055555,3.465479550415696,36,1.0,0.0,b,40,0,0,152,,True,0.0,1.0,b
mp-866818,Ca2SnS4,"Ca,S,Sn",3,1.0856,0.021323074642856,-1.656994172142857,3.059089378622866,7,1.0,0.0,a,0,0,24,36,,True,0.0,1.0,a
mp-866824,Ca2SnS4,"Ca,S,Sn",3,0.8674000000000001,0.02804135607143,-1.650275890714284,3.348080681958375,14,1.0,0.0,b,48,0,0,80,,True,0.0,1.0,b
mp-1205338,Ca3(AlAs2)2,"Al,As,Ca",3,1.1101,0.0,-1.143821291666667,3.605650457798824,18,1.0,0.0,a,0,0,16,104,,True,0.0,1.0,a
mp-1205337,Ca3(AlP2)2,"Al,Ca,P",3,1.248199999999999,0.0,-1.176275938544974,2.467476688095708,18,1.0,0.0,a,0,0,16,104,,True,0.0,1.0,a
mp-1189986,Ca3(GaP2)2,"Ca,Ga,P",3,0.9434,0.0,-1.028657002989417,3.172073257556365,18,1.0,0.0,a,0,0,16,104,,True,0.0,1.0,a
mp-1195188,Ca3(Si4P7)2,"Ca,P,Si",3,1.2361,0.0,-0.401014470999999,2.499451477402064,50,1.0,0.0,a,0,12,0,228,,True,0.0,1.0,a
mp-17186,Ca3AlAs3,"Al,As,Ca",3,0.7300999999999991,0.0,-1.260281226785713,3.576554398601644,28,1.0,0.0,b,120,0,0,176,,True,0.0,1.0,b
mp-1227740,Ca3Er2(SnS4)3,"Ca,Er,S,Sn",4,0.7532000000000001,0.023875384625011,-1.611662576249998,4.422626134489059,20,1.0,0.0,a,0,0,72,114,,True,0.0,1.0,a
mp-614572,Ca3InP3,"Ca,In,P",3,0.9918,0.0,-1.139431833418366,3.215317483323854,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b
mp-1227810,Ca3PbSe4,"Ca,Pb,Se",3,1.918199999999999,0.017087068749999,-1.875811432421874,4.900195876659123,8,1.0,0.0,c,32,16,0,48,,True,0.0,1.0,c
mp-1227228,Ca5BC4Cl3,"B,C,Ca,Cl",4,0.879699999999999,0.035846970461538,-1.111214256038461,2.378725573202934,26,1.0,0.0,c,8,8,0,136,,True,0.0,1.0,c
mp-781865,Ca5BC4Cl3,"B,C,Ca,Cl",4,0.734,0.036000220076923,-1.111061006423076,2.378491006901594,26,1.0,0.0,c,16,16,0,136,,True,0.0,1.0,c
mp-28879,Ca5P8,"Ca,P",2,1.1418,0.0,-1.057331754908424,2.539264062615659,13,1.0,0.0,c,16,16,0,74,,True,0.0,1.0,c
mp-770473,CaLaI5,"Ca,I,La",3,1.887499999999999,0.024517573571428,-1.833648429285714,4.320102956940708,28,1.0,0.0,b,80,0,0,112,,True,0.0,1.0,b
mp-1227112,CaPb3Se4,"Ca,Pb,Se",3,0.6848000000000001,0.014301419999998,-1.147758531171874,7.041856392091748,8,1.0,0.0,a,0,0,32,48,,True,0.0,1.0,a
mp-569170,CaTe,"Ca,Te",2,1.6323,0.034405285000001,-1.88310873,4.224233524461846,8,1.0,0.0,b,32,0,0,48,,True,0.0,1.0,b
mp-28900,Cd2As3Br,"As,Br,Cd",3,0.7736000000000001,0.001264697499998,-0.352646909583334,5.591120404402272,12,1.0,0.0,c,8,8,0,44,,True,0.0,1.0,c
mp-27577,Cd2As3I,"As,Cd,I",3,0.7611999999999991,0.006416286666664,-0.252506879583335,5.849497471191044,12,1.0,0.0,c,12,12,0,52,,True,0.0,1.0,c
mp-29245,Cd2P3Br,"Br,Cd,P",3,1.1583,0.007931658333334,-0.379543054821426,4.751672369770516,12,1.0,0.0,c,12,12,0,52,,True,0.0,1.0,c
mp-29246,Cd2P3Cl,"Cd,Cl,P",3,1.2012,0.008836749166666,-0.445781676383925,4.187901940975319,12,1.0,0.0,c,8,8,0,44,,True,0.0,1.0,c
mp-644431,Cd2P3Cl,"Cd,Cl,P",3,1.213499999999999,0.000820686979166,-0.453797738571426,4.315774898478639,12,1.0,0.0,c,8,8,0,44,,True,0.0,1.0,c
mp-29244,Cd2P3I,"Cd,I,P",3,1.0877,0.019021512944444,-0.268606596488094,4.956260643140408,12,1.0,0.0,c,12,12,0,52,,True,0.0,1.0,c
mp-1226891,Cd3PI3,"Cd,I,P",3,1.2987,0.0,-0.580400018520406,4.838792953445389,7,1.0,0.0,c,12,2,0,24,,True,0.0,1.0,c
mp-1226783,Cd4Te3Se,"Cd,Se,Te",3,0.5179,0.008960999375,-0.688501870292967,5.622939985076881,8,1.0,0.0,b,16,0,0,32,,True,0.0,1.0,b
mp-1021494,Cd5(S2Cl)2,"Cd,Cl,S",3,1.391,0.046885963636364,-0.8655152778409041,4.180402940707324,11,1.0,0.0,c,20,20,0,42,,True,0.0,1.0,c
mp-29576,Cd7P10,"Cd,P",2,1.080099999999999,0.020627509632349,-0.143591411456581,4.8948659781047335,34,1.0,0.0,b,28,0,0,144,,True,0.0,1.0,b
mp-558849,CdBiS2Cl,"Bi,Cd,Cl,S",4,1.916,0.011979506500001,-0.739189207124999,5.6374287098609965,20,1.0,0.0,b,64,0,0,88,,True,0.0,1.0,b
mp-570590,CdBiSe2Br,"Bi,Br,Cd,Se",4,1.388599999999999,0.029003820666669,-0.841849463937499,6.689550722080378,20,1.0,0.0,b,64,0,0,88,,True,0.0,1.0,b
mp-569454,CdHgAsBr,"As,Br,Cd,Hg",4,1.0028,0.0,-0.490622911250001,5.723379749222309,16,1.0,0.0,b,16,0,0,48,,True,0.0,1.0,b
mp-1226840,CdIn2SeS3,"Cd,In,S,Se",4,1.2832,0.018445688749999,-0.842241462596724,4.9145731800765535,14,0.875,0.125,b,4,2,16,64,,True,0.09090909090909091,0.9090909090909091,b
mp-505222,CdInBr3,"Br,Cd,In",3,2.2208,0.008280995999998,-1.101525518333334,5.039741075713652,20,1.0,0.0,b,48,0,0,64,,True,0.0,1.0,b
mp-5328,CdPS3,"Cd,P,S",3,1.756199999999999,0.0,-0.5271939382827381,3.459377513709595,10,1.0,0.0,c,8,8,0,38,,True,0.0,1.0,c
mp-567556,CdSb2Se3Br2,"Br,Cd,Sb,Se",4,1.1429,0.001216209374999,-0.795428425878906,5.114825926524518,16,1.0,0.0,c,24,24,0,64,,True,0.0,1.0,c
mp-557049,CdSbS2Cl,"Cd,Cl,S,Sb",4,1.6373,0.007451008750001,-0.679851513374998,4.532820729249766,20,1.0,0.0,b,64,0,0,88,,True,0.0,1.0,b
mp-1080251,CeSe2,"Ce,Se",2,0.783199999999999,0.033578587916666,-1.905549541562499,6.078507465295555,6,1.0,0.0,c,16,16,0,32,,True,0.0,1.0,c
mp-1080348,CeSe2,"Ce,Se",2,0.738599999999999,0.03655173125,-1.902576398229165,5.999990398246383,6,1.0,0.0,c,16,16,0,32,,True,0.0,1.0,c
mp-1226388,Cr2CdSe3S,"Cd,Cr,S,Se",4,0.6940000000000001,0.009764044285713,-0.8581666820758911,5.194500832462983,14,0.75,0.25,a,4,4,16,64,,True,0.16666666666666666,0.8333333333333334,a
mp-1232705,CrAgS2,"Ag,Cr,S",3,0.967299999999999,0.002610199791667,-0.726635320416664,5.063822870221421,16,1.0,0.0,b,48,0,0,80,,True,0.0,1.0,b
mp-1232870,CrAgS2,"Ag,Cr,S",3,0.967,0.001742457291666,-0.7275030629166651,5.061988221724268,16,1.0,0.0,b,32,0,0,80,,True,0.0,1.0,b
mp-1226286,CrCdInS4,"Cd,Cr,In,S",4,0.8689999999999991,0.024736601428571,-0.901640823095236,4.452734216492502,14,0.75,0.25,a,4,4,16,64,,True,0.16666666666666666,0.8333333333333334,a
mp-672338,Cs(Bi2Te3)2,"Bi,Cs,Te",3,0.848399999999999,0.0,-0.5948350747413801,6.841121411042867,44,1.0,0.0,b,184,0,0,264,,True,0.0,1.0,b
mp-8890,Cs(SbS2)2,"Cs,S,Sb",3,1.4413,0.0,-0.615817549464286,4.020155090509941,14,1.0,0.0,c,8,8,0,72,,True,0.0,1.0,c
mp-3312,Cs(SbSe2)2,"Cs,Sb,Se",3,1.121999999999999,0.0,-0.6016597880357121,5.00698191032234,14,1.0,0.0,c,16,8,0,76,,True,0.0,1.0,c
mp-1197143,Cs11Tl6Cl29,"Cl,Cs,Tl",3,1.6653,0.049373813804347,-1.6933647929610212,3.789675364414267,46,1.0,0.0,c,32,32,0,264,,True,0.0,1.0,c
mp-582185,Cs12Nb(In2As3)3,"As,Cs,In,Nb",4,0.8548,0.0,-0.422991931727217,4.626181581622576,56,1.0,0.0,c,36,14,0,322,,True,0.0,1.0,c
mp-561622,Cs2AgAsS4,"Ag,As,Cs,S",4,1.5615,0.0,-0.879610696059625,3.7269888928444,16,1.0,0.0,c,24,24,0,96,,True,0.0,1.0,c
mp-510710,Cs2AgSbS4,"Ag,Cs,S,Sb",4,1.4883,5.7324794643598416e-05,-0.897385242622125,3.822779630730347,16,1.0,0.0,c,20,16,0,90,,True,0.0,1.0,c
mp-8857,Cs2As2Pd,"As,Cs,Pd",3,0.9487999999999992,0.0,-0.503128553862067,5.028959850122407,10,0.75,0.25,b,32,8,8,76,,True,0.16666666666666666,0.8333333333333334,b
mp-1206558,Cs2As2Pt,"As,Cs,Pt",3,0.9559,0.0,-0.493126870862074,5.86092736711592,10,0.75,0.25,a,8,8,32,76,,True,0.16666666666666666,0.8333333333333334,a
mp-1229208,Cs2Bi4Se7,"Bi,Cs,Se",3,0.7744999999999991,0.0,-0.750633159879809,6.224231589750629,26,1.0,0.0,b,104,0,0,152,,True,0.0,1.0,b
mp-680317,Cs2Bi8Se13,"Bi,Cs,Se",3,0.6794,0.010418741304373,-0.613056675557073,6.533841528022721,46,1.0,0.0,b,176,0,0,260,,True,0.0,1.0,b
mp-559668,Cs2CdBi2S5,"Bi,Cd,Cs,S",4,1.7308999999999992,0.0,-0.990020083181034,4.972234044340265,40,1.0,0.0,b,160,0,0,224,,True,0.0,1.0,b
mp-1194601,Cs2CdGe3S8,"Cd,Cs,Ge,S",4,2.3475,0.0,-0.9742906963793092,3.327523297109289,56,1.0,0.0,b,32,0,0,236,,True,0.0,1.0,b
mp-1195716,Cs2CdSn3Se8,"Cd,Cs,Se,Sn",4,1.371999999999999,0.0,-0.926993415218596,4.232095446425046,56,1.0,0.0,b,20,0,0,228,,True,0.0,1.0,b
mp-1214168,Cs2CoBr4,"Br,Co,Cs",3,0.6984,0.0,-1.5268290531157631,3.969439022717296,28,1.0,0.0,b,16,0,0,100,,True,0.0,1.0,b
mp-1193242,Cs2CoCl4,"Cl,Co,Cs",3,0.732699999999999,0.0,-1.734418117857144,3.302684565358305,28,1.0,0.0,b,16,0,0,96,,True,0.0,1.0,b
mp-1190579,Cs2Cu2Sb2S5,"Cs,Cu,S,Sb",4,1.104299999999999,0.01400958318182,-0.676598793784235,4.111806558295951,22,1.0,0.0,c,12,6,0,112,,True,0.0,1.0,c
mp-1192085,Cs2Cu2Sb2Se5,"Cs,Cu,Sb,Se",4,0.8173,0.0,-0.7595336491844631,4.871488463243995,22,1.0,0.0,c,12,10,0,126,,True,0.0,1.0,c
mp-1226699,Cs2CuBr3,"Br,Cs,Cu",3,2.0673,0.026122971249997,-1.5435006682183912,3.482070487828805,24,1.0,0.0,b,32,0,0,128,,True,0.0,1.0,b
mp-29372,Cs2GaSb2,"Cs,Ga,Sb",3,1.2101,0.0,-0.5700115987500021,4.417065036450789,40,1.0,0.0,b,16,0,0,248,,True,0.0,1.0,b
mp-1104024,Cs2GeSe4,"Cs,Ge,Se",3,1.6824,0.0,-1.048959332669335,4.156875677655437,14,0.6,0.4,c,20,20,8,72,,True,0.16666666666666666,0.8333333333333334,c
mp-662549,Cs2GeTe4,"Cs,Ge,Te",3,0.537999999999999,0.0,-0.820066914425285,4.838274020715621,28,1.0,0.0,b,32,0,0,184,,True,0.0,1.0,b
mp-1213712,Cs2Hg3(GeS4)2,"Cs,Ge,Hg,S",4,1.7759,0.0,-0.7964337904540241,4.544351075046566,15,0.6,0.4,c,10,8,4,62,,True,0.18181818181818182,0.8181818181818181,c
mp-540574,Cs2Hg3I8,"Cs,Hg,I",3,1.731399999999999,0.0,-0.94678018898541,5.007770937421215,13,1.0,0.0,c,18,12,0,56,,True,0.0,1.0,c
mp-1106156,Cs2Hg3Se4,"Cs,Hg,Se",3,1.195399999999999,0.0,-0.805449093465041,6.251086252754691,18,1.0,0.0,a,0,4,16,72,,True,0.0,1.0,a
mp-17905,Cs2Hg6S7,"Cs,Hg,S",3,0.6230999999999991,0.0,-0.626981313120692,6.643120908204285,30,1.0,0.0,a,0,0,80,140,,True,0.0,1.0,a
mp-1183950,Cs2HgBr4,"Br,Cs,Hg",3,2.4673,0.0,-1.566939390258622,4.123826991056265,28,1.0,0.0,b,32,0,0,160,,True,0.0,1.0,b
mp-1192922,Cs2HgBr4,"Br,Cs,Hg",3,2.4909,0.002704830714284,-1.564234559544337,4.492585467406803,28,1.0,0.0,a,0,44,0,164,,True,0.0,1.0,a
mp-28421,Cs2HgI4,"Cs,Hg,I",3,2.0411,0.0,-1.261049519544335,4.550621468253392,14,1.0,0.0,c,28,16,0,84,,True,0.0,1.0,c
mp-567594,Cs2HgI4,"Cs,Hg,I",3,2.066,0.000729107857141,-1.260320411687192,4.341088027268812,14,1.0,0.0,c,12,28,0,80,,True,0.0,1.0,c
mp-21835,Cs2In2Sb3,"Cs,In,Sb",3,1.267199999999999,0.0,-0.430745979127667,4.927050752669266,56,1.0,0.0,b,40,0,0,372,,True,0.0,1.0,b
mp-573030,Cs2LiNbS4,"Cs,Li,Nb,S",4,2.4582,0.0,-1.491994384080459,3.169185941430116,16,1.0,0.0,c,16,16,0,82,,True,0.0,1.0,c
mp-1195667,Cs2MgGe3Se8,"Cs,Ge,Mg,Se",4,1.4687,0.0,-0.982103415218596,3.998287018480614,56,1.0,0.0,b,32,0,0,236,,True,0.0,1.0,b
mp-1195633,Cs2MgSn3Se8,"Cs,Mg,Se,Sn",4,1.4299,0.0,-1.013353350218596,3.982393736084318,56,1.0,0.0,b,32,0,0,236,,True,0.0,1.0,b
mp-556529,Cs2MnBi2S5,"Bi,Cs,Mn,S",4,0.8597999999999991,0.0,-0.992738863224138,4.809265409329641,40,1.0,0.0,b,152,0,0,212,,True,0.0,1.0,b
mp-1025252,Cs2MnCl4,"Cl,Cs,Mn",3,1.2335,0.0,-1.987476009211824,3.422029941389792,7,0.8,0.2,c,20,20,4,48,,True,0.09090909090909091,0.9090909090909091,c
mp-560635,Cs2MoS4,"Cs,Mo,S",3,1.735799999999999,0.0,-1.175792686607142,3.3810001822702143,28,1.0,0.0,b,32,0,0,144,,True,0.0,1.0,b
mp-866654,Cs2MoSe4,"Cs,Mo,Se",3,1.224,0.0,-1.135338229812192,4.263696401057949,28,1.0,0.0,b,32,0,0,144,,True,0.0,1.0,b
mp-1213705,Cs2NaGaP2,"Cs,Ga,Na,P",4,1.482,0.0,-0.424724626245894,3.82885733991582,12,0.7,0.3,a,12,16,40,68,,True,0.17647058823529413,0.8235294117647058,a
mp-1206689,Cs2NiAs2,"As,Cs,Ni",3,0.5567000000000001,0.0,-0.395468466862067,4.851880142379085,10,0.75,0.25,a,8,8,32,76,,True,0.16666666666666666,0.8333333333333334,a
mp-1205610,Cs2P2Pd,"Cs,P,Pd",3,1.0311,0.0,-0.508036661719212,4.464860585514918,10,0.75,0.25,a,8,8,32,76,,True,0.16666666666666666,0.8333333333333334,a
mp-14652,Cs2P3,"Cs,P",2,0.8470999999999991,0.0,-0.585892831785713,3.28657406911343,10,1.0,0.0,c,24,24,0,84,,True,0.0,1.0,c
mp-1196015,Cs2PAuS4,"Au,Cs,P,S",4,2.1538,0.0,-1.03948542580665,3.871824083499116,32,1.0,0.0,c,16,32,0,128,,True,0.0,1.0,c
mp-5014,CuAgS,"Ag,Cu,S",3,0.5674,0.023732790555555,-0.161457488159724,6.12645663731032,12,1.0,0.0,b,16,0,0,40,,True,0.0,1.0,b
mp-983565,CuBSe2,"B,Cu,Se",3,1.487,0.005428625950001,-0.186407557656249,5.708953657135069,8,0.75,0.25,a,4,4,16,32,,True,0.16666666666666666,0.8333333333333334,a
mp-1225857,CuBi3PbS6,"Bi,Cu,Pb,S",4,0.5566000000000001,0.031507723636362,-0.595384234999999,6.7192054199400815,22,1.0,0.0,b,64,0,0,94,,True,0.0,1.0,b
mp-1225886,CuBi3PbS6,"Bi,Cu,Pb,S",4,0.6635999999999991,0.021378734999998,-0.6055132236363631,6.814321667415837,22,1.0,0.0,b,72,0,0,104,,True,0.0,1.0,b
mp-542302,CuBi3PbS6,"Bi,Cu,Pb,S",4,0.624699999999999,0.005010780454544,-0.6218811781818181,6.797599370589596,22,1.0,0.0,b,80,0,0,114,,True,0.0,1.0,b
mp-624191,CuBiPbS3,"Bi,Cu,Pb,S",4,0.6137,0.009381230416667,-0.6030350574999991,7.005217819124041,24,1.0,0.0,b,80,0,0,120,,True,0.0,1.0,b
mp-555267,CuHgSBr,"Br,Cu,Hg,S",4,0.51,0.030852713333332,-0.5360772075000011,6.2803141274377055,16,1.0,0.0,b,24,0,0,56,,True,0.0,1.0,b
mp-555645,CuHgSBr,"Br,Cu,Hg,S",4,0.5367999999999991,0.032838618958333,-0.5340913018750001,6.467657735436421,32,1.0,0.0,b,48,0,0,112,,True,0.0,1.0,b
mp-23567,CuHgSCl,"Cl,Cu,Hg,S",4,0.5699999999999991,0.013173215520832,-0.632859902812501,5.912088931565936,32,1.0,0.0,b,48,0,0,104,,True,0.0,1.0,b
mp-672253,CuHgSCl,"Cl,Cu,Hg,S",4,0.561599999999999,0.023782318958332,-0.622250799375001,5.861254730528611,16,1.0,0.0,b,24,0,0,56,,True,0.0,1.0,b
mp-569687,CuHgSeCl,"Cl,Cu,Hg,Se",4,0.6294999999999991,0.002711910249995,-0.422759308765627,6.298687150328881,16,1.0,0.0,b,16,0,0,44,,True,0.0,1.0,b
mp-4468,CuSbS2,"Cu,S,Sb",3,0.722699999999999,0.0,-0.304567238906249,4.95091915212826,16,1.0,0.0,b,32,0,0,56,,True,0.0,1.0,b
mp-675822,Dy14(PbS8)3,"Dy,Pb,S",3,2.1098,0.048683649512195,-2.084888965691052,6.775508608331148,41,1.0,0.0,c,18,18,0,272,,True,0.0,1.0,c
mp-1270,Dy2S3,"Dy,S",2,0.593799999999999,0.0,-2.379733143187499,6.522929550530526,20,1.0,0.0,b,80,0,0,120,,True,0.0,1.0,b
mp-32826,Dy2S3,"Dy,S",2,1.9090999999999991,0.032349150249999,-2.3473839929375,6.502474015847245,40,1.0,0.0,a,0,28,28,256,,True,0.0,1.0,a
mp-8850,Dy2S3,"Dy,S",2,0.7389000000000001,0.006526682,-2.373206461187499,6.524259436252626,20,1.0,0.0,b,80,0,0,120,,True,0.0,1.0,b
mp-1213540,Dy2Sn3(PbS4)3,"Dy,Pb,S,Sn",4,0.5906,0.010333284749993,-1.135363671666664,5.980504892315283,40,1.0,0.0,b,132,0,0,198,,True,0.0,1.0,b
mp-1225289,Dy2TeS2,"Dy,S,Te",3,1.835799999999999,0.0,-2.158092713125,5.704344939545537,5,1.0,0.0,b,8,0,24,24,,True,0.0,1.0,b
mp-558740,Dy3CuGeS7,"Cu,Dy,Ge,S",4,1.8098,0.0,-1.72139590895833,5.725237986080818,24,1.0,0.0,a,0,0,24,130,,True,0.0,1.0,a
mp-505558,Dy3CuGeSe7,"Cu,Dy,Ge,Se",4,1.1277,0.0,-1.532251464283852,6.918015824978044,24,1.0,0.0,a,0,0,24,130,,True,0.0,1.0,a
mp-557998,Dy3CuSiS7,"Cu,Dy,S,Si",4,1.800599999999999,0.0,-1.810544322708331,5.527437883272189,24,1.0,0.0,a,0,0,24,124,,True,0.0,1.0,a
mp-569557,Dy3CuSiSe7,"Cu,Dy,Se,Si",4,1.5196,0.0,-1.579378002200519,6.743503839362457,24,1.0,0.0,a,0,0,24,130,,True,0.0,1.0,a
mp-561499,Dy3CuSnS7,"Cu,Dy,S,Sn",4,1.490999999999999,0.009169516249997,-1.702203746041664,5.75647012134566,24,1.0,0.0,a,0,0,12,112,,True,0.0,1.0,a
mp-510539,Dy3CuSnSe7,"Cu,Dy,Se,Sn",4,0.9926,0.022805814416668,-1.530363031783853,6.877506587066905,24,1.0,0.0,a,0,0,12,106,,True,0.0,1.0,a
mp-1199841,Dy3InS6,"Dy,In,S",3,1.0439,0.007353977437499,-1.963333868625,6.125382016290877,40,1.0,0.0,b,144,0,0,224,,True,0.0,1.0,b
mp-2755705,Dy3InS6,"Dy,In,S",3,0.8205,0.000532296624999,-1.970155549437498,6.20884638990304,40,1.0,0.0,b,160,0,0,232,,True,0.0,1.0,b
mp-1205150,Dy4Bi2S9,"Bi,Dy,S",3,1.0944,0.045610716666669,-1.6790832018541662,6.615571696689076,60,1.0,0.0,a,0,256,0,352,,True,0.0,1.0,a
mp-1225330,Dy4CdS7,"Cd,Dy,S",3,1.1671,0.046118686666676,-2.071692383263886,5.980051403683692,12,1.0,0.0,c,8,8,0,64,,True,0.0,1.0,c
mp-1225331,Dy4CdSe7,"Cd,Dy,Se",3,0.8288000000000001,0.047786918750011,-1.875265510256074,6.977721815493893,12,1.0,0.0,c,8,8,0,64,,True,0.0,1.0,c
mp-1225333,Dy4MgS7,"Dy,Mg,S",3,1.063799999999999,0.017414966666678,-2.230348510347223,5.662828369742805,12,1.0,0.0,c,8,8,0,64,,True,0.0,1.0,c
mp-1095296,Dy4Te3S4,"Dy,S,Te",3,1.396599999999999,0.0,-1.973793764659092,6.327594458003352,11,1.0,0.0,c,8,8,0,58,,True,0.0,1.0,c
mp-1225400,Dy6Al2SiS14,"Al,Dy,S,Si",4,2.466999999999999,0.0,-1.976387801521736,5.173172974678242,23,1.0,0.0,a,0,0,15,115,,True,0.0,1.0,a
mp-1225585,Dy6Ge3Se14,"Dy,Ge,Se",3,1.0556,0.0228270425,-1.562141638600542,6.749138242926822,23,1.0,0.0,b,24,0,0,124,,True,0.0,1.0,b
mp-1225380,Dy6Mg(GeS7)2,"Dy,Ge,Mg,S",4,2.1727,0.000484248057066,-1.863522499999998,5.427103388618746,23,1.0,0.0,a,0,0,24,124,,True,0.0,1.0,a
mp-1225409,Dy6Mn(SiS7)2,"Dy,Mn,S,Si",4,0.986699999999999,0.0,-1.887889007083956,5.323894494613837,23,1.0,0.0,a,0,0,24,124,,True,0.0,1.0,a
mp-1181462,DyAgSe2,"Ag,Dy,Se",3,1.306,0.0,-1.436800769505207,7.182270842213075,16,1.0,0.0,a,0,0,32,80,,True,0.0,1.0,a
mp-4024,DyAgTe2,"Ag,Dy,Te",3,0.895799999999999,0.0,-1.120247139166664,7.3243008716950655,8,1.0,0.0,b,16,0,0,40,,True,0.0,1.0,b
mp-601257,DyCuPbSe3,"Cu,Dy,Pb,Se",4,1.208699999999999,0.0,-1.2383251860329851,7.579016689800995,24,1.0,0.0,b,88,0,0,124,,True,0.0,1.0,b
mp-554120,DyCuS2,"Cu,Dy,S",3,1.6324,0.000557499999988,-1.59301068328126,5.770823347578903,16,1.0,0.0,b,48,0,0,80,,True,0.0,1.0,b
mp-555044,DyCuS2,"Cu,Dy,S",3,1.6186999999999991,0.0,-1.5935681832812492,5.853177103699919,16,1.0,0.0,b,48,0,0,80,,True,0.0,1.0,b
mp-865005,DyI3,"Dy,I",2,2.1725,0.0,-1.651786779166664,4.294145046200338,8,1.0,0.0,a,0,0,24,24,,True,0.0,1.0,a
mp-1225591,Er2MgS4,"Er,Mg,S",3,1.4383,0.024308893571426,-2.14960871142857,5.402800150075779,14,1.0,0.0,c,8,8,0,76,,True,0.0,1.0,c
mp-1193142,Er2PbS4,"Er,Pb,S",3,2.251,0.001611161785716,-1.9158996839285671,6.595173945121105,28,1.0,0.0,b,96,0,0,136,,True,0.0,1.0,b
mp-569786,Er2PbSe4,"Er,Pb,Se",3,1.8036,0.025334209285712,-1.743558665267856,7.375274921567588,28,1.0,0.0,b,104,0,0,140,,True,0.0,1.0,b
mp-1106290,Er2S3,"Er,S",2,0.626699999999999,0.014340711166664,-2.351848729520833,6.861778351768001,20,1.0,0.0,b,80,0,0,120,,True,0.0,1.0,b
mp-2234,Er2S3,"Er,S",2,1.4691,0.0,-2.3661894406875,6.204950661786847,30,1.0,0.0,b,96,0,0,156,,True,0.0,1.0,b
mp-684708,Er2S3,"Er,S",2,1.971899999999999,0.040974032416666,-2.32521540827083,6.809744679760566,40,1.0,0.0,a,0,0,24,256,,True,0.0,1.0,a
mp-9092,Er2S3,"Er,S",2,1.1633,0.006880207666664,-2.359309233020832,6.38615913560405,20,1.0,0.0,b,72,0,0,108,,True,0.0,1.0,b
mp-1213135,Er2Sn3(PbS4)3,"Er,Pb,S,Sn",4,0.5288,0.018097683749994,-1.129093213999998,6.037928908988861,40,1.0,0.0,b,124,0,0,186,,True,0.0,1.0,b
mp-1225541,Er2TeS2,"Er,S,Te",3,1.77,0.0,-2.137644830458333,5.995026044718351,5,1.0,0.0,b,8,0,24,24,,True,0.0,1.0,b
mp-1192137,Er2TlCu3S5,"Cu,Er,S,Tl",4,1.428799999999999,0.0,-1.323273260530303,6.708263223152692,22,1.0,0.0,c,24,24,0,104,,True,0.0,1.0,c
mp-555081,Er3CuGeS7,"Cu,Er,Ge,S",4,1.7469,0.0,-1.705177416458331,5.9071686681035525,24,1.0,0.0,a,0,0,24,130,,True,0.0,1.0,a
